# list of object assets to load in this scene
[ASSETS]
mario.txt
coin.txt
cloud.txt
brick.txt
goomba.txt
platform.txt
questionBrick.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = Coin, 5 = PLatform
# 6 = QuestionBrickCoin, 7 = QuestionBrickItem, 8 = Pipe
# See OBJECT_TYPE constants in AssetIDs.h


#Brick


#Platform


#SMALL BUSH
5	160	176	16	16	3	50210	50210	50210	0
5	672	160	16	16	6	50210	50210	50210	0
5	1040	160	16	16	2	50210	50210	50210	0
5	1184	176	16	16	3	50210	50210	50210	0

#BIG BUSH
#FIRST ONE
5	32	128	16	16	2	50410	50420	50420	0

5	16	144	16	16	2	50410	50440	50440	0
5	48	144	16	16	1	50470	50430	50430	0
5	64	144	16	16	2	50410	50420	50420	0
5	96	144	16	16	2	50410	50420	50420	0

5	16	160	16	16	5	50450	50460	50470	0
5	32	160	16	16	2	50430	50440	50440	0
5	96	160	16	16	3	50450	50430	50420	0

5	16	176	16	16	8	50450	50460	50470	0
5	80	176	16	16	2	50430	50440	50440	0

#SECONDONE
5	880	112	16	16	2	50410	50420	50420	0

5	832	128	16	16	2	50410	50420	50420	0
5	864	128	16	16	2	50410	50440	50440	0
5	896	128	16	16	1	50470	50430	50430	0
5	912	128	16	16	2	50410	50420	50420	0
5	960	128	16	16	2	50410	50420	50420	0

5	832	144	16	16	7	50450	50460	50470	0
5	848	144	16	16	2	50430	50440	50440	0
5	880	144	16	16	2	50430	50440	50440	0
5	960	144	16	16	3	50450	50430	50420	0

5	816	160	16	16	2	50410	50440	50440	0
5	848	160	16	16	6	50460	50460	50470	0
5	944	160	16	16	2	50410	50440	50440	0
5	976	160	16	16	2	50460	50470	50470	0	

#CLOUD
5	320	42	16	16	3	50310	50320	50330	0
5	320	58	16	16	3	50340	50350	50360	0

5	112	58	16	16	4	50310	50320	50330	0
5	112	74	16	16	4	50340	50350	50360	0

5	640	58	16	16	3	50310	50320	50330	0
5	640	74	16	16	3	50340	50350	50360	0

5	720	96	16	16	7	50310	50320	50330	0
5	720	112	16	16	7	50340	50350	50360	0

#PINK BLOCK
5	240	144	16	16	3	51110	51120	51130	0
5	240	160	16	16	3	51210	51220	51230	0
5	240	176	16	16	3	51310	51320	51330	0

5	464	112	16	16	4	51110	51120	51130	0
5	464	128	16	16	4	51210	51220	51230	0
5	480	144	16	16	3	51240	51220	51230	0
5	480	160	16	16	2	51250	51220	51220	0
5	480	176	16	16	2	51340	51320	51320	0	

5	1296	128	16	16	7	51110	51120	51130	0
5	1296	144	16	16	7	51210	51220	51230	0
5	1376	160	16	16	2	51240	51230	51230	0
5	1376	176	16	16	2	51340	51330	51330	0

#BLUE BLOCK
5	272	112	16	16	3	52110	52120	52130	0
5	272	128	16	16	3	52210	52220	52250	0
5	288	144	16	16	2	52230	52250	52250	0
5	288	160	16	16	2	52240	52250	52250	0
5	288	176	16	16	2	52310	52320	52320	0

5	1328	96	16	16	7	52110	52120	52130	0
5	1328	112	16	16	7	52210	52220	52250	0
5	1408	128	16	16	2	52230	52250	52250	0
5	1408	144	16	16	2	52240	52250	52250	0
5	1408	160	16	16	2	52240	52250	52250	0
5	1408	176	16	16	2	52310	52320	52320	0

#WHITE BLOCK
5	512	80	16	16	4	53110	53120	53130	0
5	512	96	16	16	4	53210	53220	53250	0
5	528	112	16	16	3	53230	53220	53250	0
5	528	128	16	16	3	53240	53220	53250	0
5	528	144	16	16	3	53240	53220	53250	0

#GREEN BLOCK
5	400	144	16	16	5	54110	54120	54130	0
5	400	160	16	16	5	54210	54220	54230	0
5	400	176	16	16	5	54310	54320	54330	0

5	512	160	16	16	6	54110	54120	54130	0
5	512	176	16	16	6	54310	54320	54330	0

5	1264	160	16	16	7	54110	54120	54130	0
5	1264	176	16	16	7	54310	54320	54330	0

#OUTTER SHADER
#FOR FIRST BLUE BLOCK
5	320	112	16	16	1	59001	59001	59001	0
5	320	128	16	16	1	59002	59002	59002	0
5	320	144	16	16	1	59002	59002	59002	0
5	320	160	16	16	1	59002	59002	59002	0
5	320	176	16	16	1	59002	59002	59002	0

#FOR FIRST WHITE BLOCK
5	576	80	16	16	1	59001	59001	59001	0
5	576	96	16	16	1	59002	59002	59002	0
5	576	112	16	16	1	59002	59002	59002	0
5	576	128	16	16	1	59002	59002	59002	0
5	576	144	16	16	1	59002	59002	59002	0

#FOR SECOND GREEN BLOCK
5	608	160	16	16	1	59001	59001	59001	0
5	608	176	16	16	1	59002	59002	59002	0

#QuestionBrickCoin
6	176	128	
6	192	128
6	224	80
6	416	96
6	704	128
6	1472	144

#QuestionBrickItem
7	240	80
7	656	160

#PIPE
8	352	144	2	56011	56012	56021	56022


#Gommba
2	240	158	0

#NEED TO BE RENDER FIRST

# MARIO
0	120	10

#GROUND
5	0	192	16	16	39	50010	50020	50030	1
5	624	176	16	16	29	50010	50020	50030	1
5	1152	192	16	16	22	50010	50020	50030	1

#GROUND 2
5	624	192	16	16	29	50110	50120	50130	1

